session_id,driver_name,lap_number,time_s,distance_m,speed_kmh,rpm,throttle_percent,brake_pressure_bar,steering_angle_deg,lateral_g,longitudinal_g,gear
1,Sébastien Loeb,5,4.1063174114021574,58.75192604006163,38.7,3900,41.6,0.0,75.3,0.47,-0.05,3
1,Sébastien Loeb,5,4.206471494607087,60.184899845916796,35.0,3937,9.9,15.1,85.8,0.36,-0.27,3
1,Sébastien Loeb,5,4.306625577812018,61.61787365177196,33.1,3545,15.4,0.2,60.5,0.3,-0.0,4
1,Sébastien Loeb,5,4.406779661016949,63.050847457627114,32.4,3753,46.0,1.4,76.8,0.39,0.09,1
1,Sébastien Loeb,5,4.50693374422188,64.48382126348228,34.8,3898,17.5,0.2,48.4,0.19,0.15,1
1,Sébastien Loeb,5,4.6070878274268106,65.91679506933744,31.0,3466,15.7,0.0,94.2,0.59,0.02,3
1,Sébastien Loeb,5,4.707241910631741,67.34976887519261,32.4,3834,65.5,0.0,56.2,0.26,0.21,2
1,Sébastien Loeb,5,4.807395993836671,68.78274268104776,38.1,3970,58.9,1.8,65.5,0.17,0.07,2
1,Sébastien Loeb,5,4.907550077041602,70.21571648690292,37.6,3985,14.0,0.0,68.5,0.31,0.18,1
1,Sébastien Loeb,5,5.007704160246533,71.64869029275809,34.7,3931,13.6,0.0,55.9,0.3,-0.11,1
1,Sébastien Loeb,5,5.107858243451464,73.08166409861325,34.1,3816,41.3,1.1,80.6,0.31,-0.05,3
1,Sébastien Loeb,5,5.2080123266563945,74.51463790446842,35.1,4071,60.3,0.0,84.6,0.34,0.28,2
1,Sébastien Loeb,5,5.308166409861325,75.94761171032357,39.7,4141,42.5,4.8,79.8,0.34,-0.13,3
1,Sébastien Loeb,5,5.408320493066256,77.38058551617874,35.8,3872,14.8,0.2,60.8,0.43,-0.24,3
1,Sébastien Loeb,5,5.508474576271186,78.8135593220339,36.8,3770,17.8,0.7,114.8,0.53,-0.01,3
1,Sébastien Loeb,5,5.608628659476117,80.24653312788905,34.6,3779,16.9,0.0,94.5,0.62,-0.03,1
1,Sébastien Loeb,5,5.708782742681048,81.67950693374422,35.1,3881,46.1,0.0,127.0,0.57,0.01,3
1,Sébastien Loeb,5,5.808936825885978,83.11248073959938,36.3,4047,2.2,26.6,76.6,0.42,-0.08,1
1,Sébastien Loeb,5,5.909090909090909,84.54545454545455,25.3,3972,0.0,40.7,104.2,0.48,-0.37,3
1,Sébastien Loeb,5,6.00924499229584,85.9784283513097,21.2,3233,48.3,1.3,102.6,0.59,0.05,4
1,Sébastien Loeb,5,6.10939907550077,87.41140215716487,27.6,3450,49.2,0.0,87.7,0.33,0.01,3
1,Sébastien Loeb,5,6.209553158705701,88.84437596302003,23.8,3177,46.0,2.0,114.3,0.65,-0.06,3
1,Sébastien Loeb,5,6.3097072419106315,90.2773497688752,29.2,3488,49.4,5.3,88.1,0.45,0.04,3
1,Sébastien Loeb,5,6.409861325115562,91.71032357473035,26.4,3473,12.7,0.0,89.8,0.39,0.01,2
1,Sébastien Loeb,5,6.510015408320493,93.14329738058551,25.1,3252,19.1,0.3,44.2,0.2,0.2,4
1,Sébastien Loeb,5,6.610169491525424,94.57627118644068,25.9,3402,19.4,0.8,103.4,0.67,0.05,4
1,Sébastien Loeb,5,6.710323574730355,96.00924499229583,24.8,3272,16.7,3.6,78.4,0.41,-0.29,2
1,Sébastien Loeb,5,6.810477657935285,97.442218798151,24.0,3275,42.3,0.0,91.0,0.38,0.01,3
1,Sébastien Loeb,5,6.910631741140215,98.87519260400616,25.4,3367,49.9,0.0,84.8,0.3,0.06,4
1,Sébastien Loeb,5,7.010785824345146,100.30816640986133,26.8,3414,17.6,0.0,95.7,0.53,0.07,4
1,Sébastien Loeb,5,7.110939907550077,101.74114021571648,24.1,3289,14.6,0.0,108.7,0.56,-0.04,3
1,Sébastien Loeb,5,7.211093990755008,103.17411402157165,23.8,3266,40.8,0.0,103.2,0.59,0.13,3
1,Sébastien Loeb,5,7.311248073959939,104.60708782742681,24.3,3400,51.3,4.0,114.5,0.43,0.1,2
1,Sébastien Loeb,5,7.4114021571648685,106.04006163328197,26.9,3521,53.0,3.5,123.7,0.5,0.22,4
1,Sébastien Loeb,5,7.511556240369799,107.47303543913713,27.9,3498,17.9,0.0,100.0,0.61,-0.07,2
1,Sébastien Loeb,5,7.61171032357473,108.90600924499229,25.7,3254,16.9,0.0,99.2,0.53,-0.02,3
1,Sébastien Loeb,5,7.711864406779661,110.33898305084746,26.2,3412,16.4,0.1,121.5,0.66,0.05,2
1,Sébastien Loeb,5,7.812018489984592,111.77195685670262,23.7,3651,3.1,25.4,123.4,0.52,-0.23,2
1,Sébastien Loeb,5,7.9121725731895225,113.20493066255779,16.8,3162,6.3,20.6,119.7,0.5,-0.22,3
1,Sébastien Loeb,5,8.012326656394453,114.63790446841294,16.1,2765,16.8,0.0,95.1,0.57,-0.1,4
1,Sébastien Loeb,5,8.112480739599384,116.0708782742681,15.0,2785,18.0,0.0,116.4,0.69,-0.1,1
1,Sébastien Loeb,5,8.212634822804315,117.50385208012327,15.0,2787,20.0,0.0,112.4,0.45,0.05,3
1,Sébastien Loeb,5,8.312788906009246,118.93682588597842,15.0,2674,20.0,1.2,127.2,0.51,-0.18,1
1,Sébastien Loeb,5,8.412942989214175,120.36979969183359,15.0,2698,48.4,0.0,103.4,0.51,-0.11,2
1,Sébastien Loeb,5,8.513097072419106,121.80277349768875,17.3,2946,51.2,0.0,87.6,0.36,0.24,3
1,Sébastien Loeb,5,8.613251155624036,123.23574730354392,18.1,2915,15.8,2.3,123.5,0.54,-0.12,3
1,Sébastien Loeb,5,8.713405238828967,124.66872110939907,15.0,2860,14.4,0.0,75.4,0.25,-0.04,2
1,Sébastien Loeb,5,8.813559322033898,126.10169491525423,15.0,2610,41.9,0.0,103.3,0.47,-0.14,2
1,Sébastien Loeb,5,8.913713405238829,127.5346687211094,15.5,2834,40.1,0.2,99.5,0.38,0.01,1
1,Sébastien Loeb,5,9.01386748844376,128.96764252696457,15.0,2736,44.8,0.0,99.8,0.39,-0.05,2
1,Sébastien Loeb,5,9.11402157164869,130.4006163328197,16.9,2944,20.0,1.0,104.5,0.55,-0.16,4
1,Sébastien Loeb,5,9.214175654853621,131.83359013867488,15.0,2724,40.1,0.6,134.5,0.67,0.13,4
1,Sébastien Loeb,5,9.314329738058552,133.26656394453005,16.9,2842,20.0,0.0,128.9,0.69,0.12,2
1,Sébastien Loeb,5,9.414483821263483,134.69953775038522,15.0,2740,19.7,0.0,113.2,0.4,-0.01,3
1,Sébastien Loeb,5,9.514637904468414,136.13251155624036,16.7,2767,20.0,0.0,134.4,0.67,0.1,4
1,Sébastien Loeb,5,9.614791987673343,137.56548536209553,15.0,3059,16.9,0.2,101.8,0.72,0.16,1
1,Sébastien Loeb,5,9.714946070878273,138.9984591679507,15.0,2838,53.8,1.8,100.1,0.46,0.15,4
1,Sébastien Loeb,5,9.815100154083204,140.43143297380584,18.8,3120,47.7,0.0,131.3,0.74,0.09,4
1,Sébastien Loeb,5,9.915254237288135,141.864406779661,17.1,2885,13.1,0.0,127.3,0.72,-0.05,1
1,Sébastien Loeb,5,10.015408320493066,143.29738058551618,15.0,2864,16.2,2.1,112.0,0.65,0.03,2
1,Sébastien Loeb,5,10.115562403697997,144.73035439137135,15.0,2885,48.7,1.0,102.1,0.53,0.01,4
1,Sébastien Loeb,5,10.215716486902927,146.1633281972265,17.4,2868,20.0,2.6,141.2,0.76,-0.03,3
1,Sébastien Loeb,5,10.315870570107858,147.59630200308166,15.0,2724,18.4,0.0,93.7,0.54,0.03,1
1,Sébastien Loeb,5,10.416024653312789,149.02927580893683,16.5,2849,44.8,0.0,110.6,0.62,-0.02,2
1,Sébastien Loeb,5,10.51617873651772,150.46224961479197,16.3,2832,17.2,0.4,123.2,0.5,-0.06,3
1,Sébastien Loeb,5,10.61633281972265,151.89522342064714,15.0,3038,17.6,0.7,146.9,0.56,-0.02,3
1,Sébastien Loeb,5,10.716486902927581,153.3281972265023,15.0,2748,20.0,2.7,125.7,0.47,0.12,3
1,Sébastien Loeb,5,10.816640986132512,154.76117103235748,15.0,2930,52.7,2.4,127.2,0.61,-0.05,4
1,Sébastien Loeb,5,10.916795069337441,156.19414483821262,18.5,3105,20.0,1.1,111.5,0.62,0.08,2
1,Sébastien Loeb,5,11.016949152542372,157.6271186440678,15.0,2732,16.5,1.5,128.5,0.53,0.04,3
1,Sébastien Loeb,5,11.117103235747303,159.06009244992296,16.6,2878,44.4,0.0,121.6,0.7,0.1,3
1,Sébastien Loeb,5,11.217257318952234,160.4930662557781,16.2,2824,44.0,0.0,96.1,0.43,-0.06,3
1,Sébastien Loeb,5,11.317411402157164,161.92604006163327,17.7,2921,17.8,0.2,131.8,0.61,-0.19,2
1,Sébastien Loeb,5,11.417565485362095,163.35901386748844,15.0,2815,15.8,2.0,134.3,0.59,0.01,4
1,Sébastien Loeb,5,11.517719568567026,164.7919876733436,15.4,2737,44.0,1.3,131.7,0.47,0.04,4
1,Sébastien Loeb,5,11.617873651771957,166.22496147919875,16.1,3234,80.8,1.7,120.0,0.62,0.31,3
1,Sébastien Loeb,5,11.718027734976888,167.65793528505392,26.7,3634,80.3,0.0,105.0,0.7,0.14,3
1,Sébastien Loeb,5,11.818181818181818,169.0909090909091,27.3,3562,15.1,0.0,84.5,0.42,0.03,2
1,Sébastien Loeb,5,11.91833590138675,170.52388289676426,24.0,3396,13.5,1.0,121.3,0.42,0.04,3
1,Sébastien Loeb,5,12.01848998459168,171.9568567026194,23.7,3267,53.2,0.0,134.9,0.75,0.06,3
1,Sébastien Loeb,5,12.11864406779661,173.38983050847457,27.7,3440,15.1,0.0,133.3,0.5,-0.01,3
1,Sébastien Loeb,5,12.21879815100154,174.82280431432974,20.9,3089,41.5,0.6,130.4,0.53,0.05,4
1,Sébastien Loeb,5,12.31895223420647,176.25577812018489,28.1,3452,52.5,1.5,116.7,0.56,-0.02,3
1,Sébastien Loeb,5,12.419106317411401,177.68875192604006,24.4,3514,14.3,0.0,133.8,0.68,-0.0,2
1,Sébastien Loeb,5,12.519260400616332,179.12172573189522,25.0,3313,18.6,0.0,131.0,0.55,0.15,3
1,Sébastien Loeb,5,12.619414483821263,180.5546995377504,23.6,3224,19.8,0.0,110.4,0.52,0.0,2
1,Sébastien Loeb,5,12.719568567026194,181.98767334360554,24.9,3454,54.1,0.4,126.4,0.7,-0.07,2
1,Sébastien Loeb,5,12.819722650231125,183.4206471494607,27.5,3378,45.9,0.4,107.8,0.62,-0.04,2
1,Sébastien Loeb,5,12.919876733436055,184.85362095531588,26.5,3492,17.2,0.5,123.5,0.74,-0.21,3
1,Sébastien Loeb,5,13.020030816640986,186.28659476117102,26.0,3360,17.5,1.0,95.4,0.67,0.1,3
1,Sébastien Loeb,5,13.120184899845917,187.7195685670262,25.2,3493,13.0,0.0,96.1,0.56,0.01,3
1,Sébastien Loeb,5,13.220338983050848,189.15254237288136,22.1,3153,16.6,0.5,129.8,0.63,-0.08,3
1,Sébastien Loeb,5,13.320493066255779,190.58551617873653,23.3,3377,47.9,0.0,127.4,0.72,-0.1,3
1,Sébastien Loeb,5,13.42064714946071,192.01848998459167,24.3,3350,49.4,2.3,122.3,0.66,-0.04,2
1,Sébastien Loeb,5,13.520801232665638,193.45146379044684,25.9,3544,43.0,2.9,113.5,0.62,-0.05,4
1,Sébastien Loeb,5,13.62095531587057,194.884437596302,25.1,3618,79.8,0.0,75.7,0.4,0.21,2
1,Sébastien Loeb,5,13.7211093990755,196.31741140215715,37.0,4258,78.9,0.0,109.8,0.46,0.21,2
1,Sébastien Loeb,5,13.82126348228043,197.75038520801232,35.9,3761,16.7,0.1,117.0,0.48,0.1,3
1,Sébastien Loeb,5,13.921417565485362,199.1833590138675,35.1,3832,53.0,0.0,101.5,0.5,-0.0,2
1,Sébastien Loeb,5,14.021571648690292,200.61633281972266,39.6,4065,42.5,3.6,98.1,0.51,-0.14,1
1,Sébastien Loeb,5,14.121725731895223,202.0493066255778,35.8,4099,10.3,0.4,129.7,0.58,-0.22,3
1,Sébastien Loeb,5,14.221879815100154,203.48228043143297,34.1,4108,50.5,0.0,106.4,0.57,0.05,3
1,Sébastien Loeb,5,14.322033898305085,204.91525423728814,38.7,4044,51.8,1.2,113.4,0.77,-0.01,3
1,Sébastien Loeb,5,14.422187981510016,206.3482280431433,37.4,3780,19.8,0.5,117.3,0.41,-0.03,4
1,Sébastien Loeb,5,14.522342064714946,207.78120184899845,38.6,4101,15.3,0.6,89.9,0.51,-0.09,3
1,Sébastien Loeb,5,14.622496147919877,209.21417565485362,34.8,3687,17.0,3.6,107.0,0.53,0.07,4
1,Sébastien Loeb,5,14.722650231124808,210.6471494607088,37.0,4001,15.2,0.7,123.0,0.66,-0.11,2
1,Sébastien Loeb,5,14.822804314329737,212.08012326656393,32.1,3568,19.3,0.0,129.6,0.6,-0.04,3
1,Sébastien Loeb,5,14.922958397534668,213.5130970724191,36.6,3943,49.3,0.0,102.0,0.5,0.12,4
1,Sébastien Loeb,5,15.023112480739599,214.94607087827427,34.7,3997,12.3,0.0,96.9,0.5,-0.13,3
1,Sébastien Loeb,5,15.12326656394453,216.37904468412944,32.3,3689,48.6,2.6,103.5,0.49,0.09,3
1,Sébastien Loeb,5,15.22342064714946,217.81201848998458,37.1,3979,18.4,0.0,102.2,0.36,0.02,2
1,Sébastien Loeb,5,15.323574730354391,219.24499229583975,31.4,3868,9.4,15.9,118.4,0.57,-0.09,1
1,Sébastien Loeb,5,15.423728813559322,220.67796610169492,31.2,3529,55.6,0.0,81.6,0.27,-0.03,3
1,Sébastien Loeb,5,15.523882896764253,222.11093990755006,35.7,3875,57.9,2.0,91.3,0.52,0.21,2
1,Sébastien Loeb,5,15.624036979969183,223.54391371340523,36.1,3695,44.4,1.1,77.7,0.2,0.24,4
1,Sébastien Loeb,5,15.724191063174114,224.9768875192604,36.9,4060,41.2,0.0,78.2,0.49,0.01,2
1,Sébastien Loeb,5,15.824345146379045,226.40986132511557,36.5,3850,43.6,0.0,97.9,0.53,-0.09,4
1,Sébastien Loeb,5,15.924499229583976,227.8428351309707,38.0,4079,19.8,0.0,103.3,0.56,0.0,4
1,Sébastien Loeb,5,16.024653312788907,229.27580893682588,36.4,3773,14.2,0.0,80.3,0.19,0.04,2
1,Sébastien Loeb,5,16.124807395993837,230.70878274268105,34.7,3735,17.2,0.0,100.5,0.47,-0.09,2
1,Sébastien Loeb,5,16.224961479198768,232.1417565485362,34.9,3833,19.5,1.5,104.4,0.64,-0.02,4
1,Sébastien Loeb,5,16.3251155624037,233.57473035439136,34.4,3766,42.7,2.5,115.6,0.53,0.05,4
1,Sébastien Loeb,5,16.42526964560863,235.00770416024653,35.6,3892,17.1,0.0,86.4,0.32,0.09,3
1,Sébastien Loeb,5,16.52542372881356,236.4406779661017,32.8,3518,40.3,2.5,74.6,0.31,0.08,2
1,Sébastien Loeb,5,16.62557781201849,237.87365177195684,35.7,3995,47.3,0.0,67.9,0.33,0.12,3
1,Sébastien Loeb,5,16.72573189522342,239.306625577812,34.8,3824,19.8,2.5,65.1,0.24,-0.05,3
1,Sébastien Loeb,5,16.82588597842835,240.73959938366718,35.6,3844,42.6,0.1,99.1,0.62,0.05,2
1,Sébastien Loeb,5,16.92604006163328,242.17257318952232,35.6,3906,10.2,0.3,56.4,0.28,-0.17,3
1,Sébastien Loeb,5,17.02619414483821,243.6055469953775,30.1,3622,15.8,0.7,96.1,0.42,0.04,1
1,Sébastien Loeb,5,17.126348228043142,245.03852080123266,33.2,3799,56.9,0.0,63.5,0.19,0.2,1
1,Sébastien Loeb,5,17.226502311248073,246.47149460708783,34.8,3635,46.1,2.4,64.9,0.37,0.09,2
1,Sébastien Loeb,5,17.326656394453003,247.90446841294298,34.9,3766,42.6,0.0,71.5,0.4,-0.02,2
1,Sébastien Loeb,5,17.426810477657934,249.33744221879815,35.5,3786,42.6,0.0,61.9,0.23,-0.01,2
1,Sébastien Loeb,5,17.526964560862865,250.77041602465331,35.6,3977,49.0,1.0,85.1,0.2,0.23,3
1,Sébastien Loeb,5,17.627118644067796,252.20338983050846,38.0,3679,40.1,0.0,96.9,0.53,-0.03,2
1,Sébastien Loeb,5,17.727272727272727,253.63636363636363,35.6,3936,13.4,1.6,58.4,0.27,0.04,2
1,Sébastien Loeb,5,17.827426810477657,255.0693374422188,34.4,3741,13.1,2.8,60.4,0.34,-0.04,2
1,Sébastien Loeb,5,17.92758089368259,256.50231124807397,31.8,3698,16.2,2.0,63.0,0.51,-0.07,4
1,Sébastien Loeb,5,18.02773497688752,257.93528505392914,32.3,3804,55.4,0.0,72.1,0.36,-0.06,3
1,Sébastien Loeb,5,18.12788906009245,259.3682588597843,36.1,3970,57.5,0.3,60.2,0.25,0.11,3
1,Sébastien Loeb,5,18.22804314329738,260.8012326656394,37.1,4009,47.2,2.1,81.8,0.29,0.05,3
1,Sébastien Loeb,5,18.32819722650231,262.2342064714946,38.1,3916,13.2,0.0,76.7,0.35,0.11,4
1,Sébastien Loeb,5,18.428351309707242,263.66718027734976,33.3,3911,13.4,1.4,40.3,0.22,-0.15,2
1,Sébastien Loeb,5,18.528505392912173,265.1001540832049,34.4,3726,47.7,1.3,64.4,0.33,0.27,3
1,Sébastien Loeb,5,18.628659476117104,266.5331278890601,35.5,3788,56.9,0.0,77.8,0.56,0.12,3
1,Sébastien Loeb,5,18.728813559322035,267.96610169491527,39.1,3937,19.5,1.7,46.1,0.28,0.03,3
1,Sébastien Loeb,5,18.828967642526965,269.39907550077044,35.2,3948,0.2,29.7,47.5,0.22,-0.26,1
1,Sébastien Loeb,5,18.929121725731896,270.83204930662555,28.1,3787,2.2,26.7,42.5,0.14,-0.15,3
1,Sébastien Loeb,5,19.029275808936827,272.2650231124807,25.3,3270,18.6,0.0,41.2,0.23,0.03,1
1,Sébastien Loeb,5,19.129429892141758,273.6979969183359,27.3,3550,46.2,0.3,22.2,0.02,0.13,3
1,Sébastien Loeb,5,19.229583975346685,275.13097072419106,27.1,3489,16.4,0.0,25.7,0.15,-0.13,3
1,Sébastien Loeb,5,19.329738058551616,276.56394453004623,25.3,3275,12.6,0.0,45.2,0.27,0.07,2
1,Sébastien Loeb,5,19.429892141756547,277.9969183359014,23.0,3095,18.4,0.3,65.2,0.3,0.02,4
1,Sébastien Loeb,5,19.530046224961477,279.42989214175657,24.5,3456,58.1,2.2,31.6,0.1,0.15,1
1,Sébastien Loeb,5,19.63020030816641,280.8628659476117,28.0,3566,48.3,0.5,29.6,-0.07,0.02,4
1,Sébastien Loeb,5,19.73035439137134,282.29583975346685,26.8,3598,13.1,0.0,63.1,0.43,-0.16,3
1,Sébastien Loeb,5,19.83050847457627,283.728813559322,24.1,3416,15.6,0.0,19.3,0.14,-0.04,2
1,Sébastien Loeb,5,19.9306625577812,285.1617873651772,24.3,3300,15.3,0.0,9.4,0.09,-0.03,2
1,Sébastien Loeb,5,20.03081664098613,286.59476117103236,21.5,3242,52.9,0.0,20.2,-0.05,-0.07,4
1,Sébastien Loeb,5,20.130970724191062,288.02773497688753,27.9,3713,58.8,0.8,21.1,0.24,0.18,1
1,Sébastien Loeb,5,20.231124807395993,289.4607087827427,26.8,3422,14.3,0.0,3.1,-0.03,0.04,2
1,Sébastien Loeb,5,20.331278890600924,290.8936825885978,24.7,3324,17.5,1.5,25.7,0.1,-0.1,2
1,Sébastien Loeb,5,20.431432973805855,292.326656394453,25.4,3384,12.7,0.4,40.2,0.09,-0.18,3
1,Sébastien Loeb,5,20.531587057010785,293.75963020030815,20.7,3027,17.5,0.6,5.0,-0.15,-0.06,3
1,Sébastien Loeb,5,20.631741140215716,295.1926040061633,24.0,3459,65.2,1.8,23.9,0.24,0.13,2
1,Sébastien Loeb,5,20.731895223420647,296.6255778120185,27.7,3569,7.3,19.1,26.9,0.26,-0.16,2
1,Sébastien Loeb,5,20.832049306625578,298.05855161787366,17.0,3267,0.0,32.4,18.0,0.07,-0.23,2
1,Sébastien Loeb,5,20.93220338983051,299.49152542372883,15.7,2750,16.5,0.0,20.3,0.03,-0.01,2
1,Sébastien Loeb,5,21.03235747303544,300.92449922958394,15.0,2765,43.4,0.7,18.8,0.06,-0.12,3
1,Sébastien Loeb,5,21.13251155624037,302.3574730354391,16.6,2874,20.0,0.0,1.9,-0.03,-0.13,3
1,Sébastien Loeb,5,21.2326656394453,303.7904468412943,15.0,2748,17.1,0.0,34.9,0.05,-0.3,2
1,Sébastien Loeb,5,21.332819722650232,305.22342064714945,15.0,2751,20.0,0.2,29.4,0.12,0.09,2
1,Sébastien Loeb,5,21.432973805855163,306.6563944530046,15.0,2793,42.9,0.0,26.8,0.15,0.02,2
1,Sébastien Loeb,5,21.533127889060093,308.0893682588598,15.8,2916,48.1,0.0,22.5,0.21,0.15,4
1,Sébastien Loeb,5,21.633281972265024,309.52234206471496,17.2,2878,18.5,0.0,-18.1,-0.09,-0.13,4
1,Sébastien Loeb,5,21.733436055469955,310.9553158705701,15.0,2939,16.0,1.6,17.7,-0.07,-0.04,4
1,Sébastien Loeb,5,21.833590138674882,312.38828967642525,15.0,2540,20.0,2.1,12.0,0.1,0.02,2
1,Sébastien Loeb,5,21.933744221879813,313.8212634822804,15.0,3044,20.0,0.0,-22.6,-0.14,-0.06,1
1,Sébastien Loeb,5,22.033898305084744,315.2542372881356,15.0,2698,43.5,0.9,-4.5,0.11,-0.14,2
1,Sébastien Loeb,5,22.134052388289675,316.68721109399075,16.0,2893,45.4,1.8,1.1,0.15,0.2,2
1,Sébastien Loeb,5,22.234206471494605,318.1201848998459,16.5,2766,18.2,1.8,20.2,0.25,0.12,3
1,Sébastien Loeb,5,22.334360554699536,319.5531587057011,15.0,2909,49.4,0.4,4.4,-0.03,0.01,3
1,Sébastien Loeb,5,22.434514637904467,320.9861325115562,19.1,2983,20.0,1.5,-21.2,0.09,0.05,4
1,Sébastien Loeb,5,22.534668721109398,322.4191063174114,15.0,2833,12.6,0.0,15.5,0.11,-0.12,4
1,Sébastien Loeb,5,22.63482280431433,323.85208012326655,15.0,2857,20.0,0.2,-11.0,0.11,-0.1,2
1,Sébastien Loeb,5,22.73497688751926,325.2850539291217,15.0,2734,20.0,0.0,-17.2,-0.14,0.18,3
1,Sébastien Loeb,5,22.83513097072419,326.7180277349769,15.0,2805,20.0,0.0,-19.9,-0.13,-0.17,2
1,Sébastien Loeb,5,22.93528505392912,328.15100154083206,15.0,2658,20.0,0.1,-41.1,-0.18,-0.03,1
1,Sébastien Loeb,5,23.035439137134052,329.5839753466872,15.0,2747,20.0,0.7,-20.1,-0.09,0.01,3
